key, motion, time
s, hl1, 837
i, vb1, 429
s, hl1, 575
f, vb1, 812
f, vt2, 469
u, dd1, 1001
n, hr1, 464
i, vb1, 481
s, hl1, 714
h, hl1, 1010
o, vb1, 498
u, dd1, 1131
l, dc1, 910
d, da1, 958
b, hl1, 842
b, hr2, 355
s, hl1, 1077
u, dd1, 799
n, hr1, 386
n, hr1, 377
y, hl1, 2159
y, hr2, 511
o, vb1, 526
m, hr1, 647
m, vb2, 398
r, vt1, 513
r, vt1, 516
w, vt1, 1059
w, vb2, 533
s, hl1, 805
s, hl1, 1025
o, vb1, 1088
p, vb1, 1006
p, vt2, 778
l, dc1, 982
r, vt1, 365
n, hr1, 744
i, vb1, 433
n, hr1, 942
g, vb1, 962
g, hl2, 511
c, hl1, 744
c, vb2, 444
r, vt1, 525
u, dd1, 989
r, vt1, 484
v, vt1, 1589
v, hl2, 689
i, vb1, 452
n, hr1, 1091
r, vt1, 395
i, vb1, 480
d, da1, 1206
i, vb1, 616
h, hl1, 1194
n, hr1, 947
g, vb1, 893
g, hl2, 511
u, dd1, 846
n, hr1, 872
i, vb1, 1016
c, hl1, 769
c, vb2, 422
y, hl1, 1034
y, hr2, 667
c, hl1, 648
c, vb2, 489
l, dc1, 929
h, hl1, 975
f, vb1, 866
f, vt2, 510
i, vb1, 445
r, vt1, 433
r, vt1, 385
g, vb1, 517
g, hl2, 466
d, da1, 649
f, vb1, 703
f, vt2, 489
o, vb1, 578
r, vt1, 371
n, hr1, 531
n, hr1, 341
i, vb1, 368
r, vt1, 304
m, hr1, 277
m, vb2, 666
o, vb1, 608
n, hr1, 836
h, hl1, 987
h, hl1, 711
c, hl1, 324
c, vb2, 508
d, da1, 922
b, hl1, 714
d, da1, 1045
u, dd1, 853
d, da1, 662
u, dd1, 665
c, hl1, 565
c, vb2, 473
k, hr1, 858
k, hl2, 473
q, vb1, 794
q, hr2, 474
u, dd1, 403
c, hl1, 378
c, vb2, 388
k, hr1, 940
k, hl2, 387
s, hl1, 1099
o, vb1, 318
y, hl1, 852
y, hr2, 1291
s, hl1, 343
k, hr1, 504
k, hl2, 474
f, vb1, 1138
f, vt2, 559
o, vb1, 498
r, vt1, 378
f, vb1, 1058
f, vt2, 474
o, vb1, 458
o, vb1, 351
d, da1, 664
p, vb1, 1868
p, vt2, 473
r, vt1, 710
y, hl1, 734
y, hr2, 387
r, vt1, 657
i, vb1, 303
n, hr1, 491
s, hl1, 546
c, hl1, 747
c, vb2, 473
h, hl1, 1220
o, vb1, 629
o, vb1, 338
l, dc1, 1160
s, hl1, 877
o, vb1, 512
f, vb1, 831
f, vt2, 559
f, vb1, 286
f, vt2, 517
n, hr1, 362
d, da1, 1264
s, hl1, 705
s, hl1, 792
o, vb1, 404
m, hr1, 413
m, vb2, 473
w, vt1, 946
w, vb2, 473
h, hl1, 1087
r, vt1, 425
d, da1, 335
i, vb1, 241
d, da1, 609
y, hl1, 1308
y, hr2, 430
o, vb1, 459
u, dd1, 494
g, vb1, 870
g, hl2, 387
h, hl1, 1179
i, vb1, 371
i, vb1, 274
h, hl1, 542
i, vb1, 280
s, hl1, 419
w, vt1, 903
w, vb2, 430
c, hl1, 784
c, vb2, 344
h, hl1, 977
i, vb1, 389
s, hl1, 1274
o, vb1, 256
o, vb1, 304
x, hl1, 868
x, vt2, 517
p, vb1, 740
p, vt2, 559
n, hr1, 745
s, hl1, 834
i, vb1, 450
v, vt1, 1043
v, hl2, 473
b, hl1, 873
b, hr2, 387
w, vt1, 731
w, vb2, 430
r, vt1, 256
h, hl1, 973
i, vb1, 321
d, da1, 679
r, vt1, 424
s, hl1, 301
o, vb1, 429
s, hl1, 742
o, vb1, 481
f, vb1, 1039
f, vt2, 474
m, hr1, 528
m, vb2, 473
r, vt1, 449
c, hl1, 693
c, vb2, 387
h, hl1, 1771
s, hl1, 610
s, hl1, 564
s, hl1, 446
i, vb1, 385
l, dc1, 1086
i, vb1, 442
k, hr1, 872
k, hl2, 534
b, hl1, 936
b, hr2, 467
r, vt1, 759
o, vb1, 524
q, vb1, 541
q, hr2, 645
u, dd1, 943
n, hr1, 599
d, da1, 825
c, hl1, 684
c, vb2, 401
l, dc1, 794
s, hl1, 482
s, hl1, 437
i, vb1, 356
c, hl1, 609
c, vb2, 423
l, dc1, 890
m, hr1, 699
m, vb2, 423
u, dd1, 841
y, hl1, 482
y, hr2, 1047
l, dc1, 840
m, hr1, 616
m, vb2, 355
u, dd1, 923
s, hl1, 558
i, vb1, 401
c, hl1, 499
c, vb2, 490
l, dc1, 921
l, dc1, 354
o, vb1, 1014
r, vt1, 725
k, hr1, 682
k, hl2, 467
n, hr1, 761
d, da1, 1449
n, hr1, 717
o, vb1, 462
p, vb1, 336
p, vt2, 422
l, dc1, 863
y, hl1, 710
y, hr2, 356
x, hl1, 1246
x, vt2, 512
c, hl1, 706
c, vb2, 311
o, vb1, 1512
d, da1, 700
h, hl1, 1139
m, hr1, 434
m, vb2, 378
x, hl1, 741
x, vt2, 467
i, vb1, 377
m, hr1, 738
m, vb2, 422
u, dd1, 1004
m, hr1, 512
m, vb2, 445
s, hl1, 618
p, vb1, 575
p, vt2, 489
d, da1, 497
l, dc1, 709
i, vb1, 378
m, hr1, 493
m, vb2, 489
i, vb1, 647
m, hr1, 462
m, vb2, 487
y, hl1, 1199
y, hr2, 377
b, hl1, 725
b, hr2, 467
r, vt1, 443
f, vb1, 685
f, vt2, 578
c, hl1, 660
c, vb2, 423
i, vb1, 349
n, hr1, 430
h, hl1, 812
w, vt1, 693
w, vb2, 445
w, vt1, 668
w, vb2, 401
i, vb1, 397
n, hr1, 690
d, da1, 464
s, hl1, 711
r, vt1, 455
l, dc1, 514
i, vb1, 318
g, vb1, 853
g, hl2, 445
h, hl1, 456
n, hr1, 481
d, da1, 1535
d, da1, 402
w, vt1, 854
w, vb2, 490
d, da1, 769
r, vt1, 647
o, vb1, 531
p, vb1, 365
p, vt2, 400
r, vt1, 508
i, vb1, 426
n, hr1, 612
d, da1, 548
r, vt1, 596
o, vb1, 578
p, vb1, 345
p, vt2, 599
s, hl1, 895
k, hr1, 767
k, hl2, 382
p, vb1, 347
p, vt2, 517
f, vb1, 904
f, vt2, 544
f, vb1, 372
f, vt2, 600
l, dc1, 771
l, dc1, 474
i, vb1, 311
n, hr1, 843
g, vb1, 1201
g, hl2, 490
o, vb1, 904
n, hr1, 614
m, hr1, 451
m, vb2, 355
y, hl1, 680
y, hr2, 409
h, hl1, 371
d, da1, 311
i, vb1, 401
g, vb1, 675
g, hl2, 381
r, vt1, 415
w, vt1, 425
w, vb2, 354
w, vt1, 385
w, vb2, 301
i, vb1, 1131
i, vb1, 275
h, hl1, 879
y, hl1, 670
y, hr2, 381
o, vb1, 470
u, dd1, 441
w, vt1, 491
w, vb2, 381
h, hl1, 281
o, vb1, 474
d, da1, 369
o, vb1, 559
w, vt1, 314
w, vb2, 299
h, hl1, 363
n, hr1, 378
h, hl1, 288
o, vb1, 940
i, vb1, 247
l, dc1, 776
r, vt1, 351
u, dd1, 448
n, hr1, 466
r, vt1, 502
s, hl1, 562
d, da1, 326
r, vt1, 284
l, dc1, 858
y, hl1, 582
y, hr2, 436
l, dc1, 324
o, vb1, 830
o, vb1, 218
k, hr1, 880
k, hl2, 436
i, vb1, 230
n, hr1, 332
h, hl1, 600
s, hl1, 770
y, hl1, 472
y, hr2, 463
l, dc1, 434
l, dc1, 262
b, hl1, 451
b, hr2, 356
u, dd1, 462
s, hl1, 533
f, vb1, 846
f, vt2, 490
o, vb1, 788
r, vt1, 697
h, hl1, 791
c, hl1, 436
c, vb2, 410
o, vb1, 637
u, dd1, 881
r, vt1, 463
s, hl1, 307
h, hl1, 307
c, hl1, 194
c, vb2, 381
p, vb1, 346
p, vt2, 491
i, vb1, 213
l, dc1, 500
l, dc1, 419
o, vb1, 305
f, vb1, 626
f, vt2, 491
o, vb1, 882
u, dd1, 822
r, vt1, 394
n, hr1, 385
i, vb1, 288
o, vb1, 369
n, hr1, 274
w, vt1, 791
w, vb2, 400
l, dc1, 402
l, dc1, 309
c, hl1, 714
c, vb2, 311
o, vb1, 357
o, vb1, 1063
n, hr1, 483
n, hr1, 371
n, hr1, 558
n, hr1, 317
c, hl1, 318
c, vb2, 426
d, da1, 357
w, vt1, 331
w, vb2, 378
i, vb1, 286
h, hl1, 761
p, vb1, 338
p, vt2, 489
o, vb1, 308
p, vb1, 448
p, vt2, 465
l, dc1, 406
i, vb1, 566
n, hr1, 727
r, vt1, 792
c, hl1, 539
c, vb2, 178
i, vb1, 282
o, vb1, 392
n, hr1, 431
s, hl1, 642
b, hl1, 801
b, hr2, 333
w, vt1, 412
w, vb2, 400
n, hr1, 594
m, hr1, 367
m, vb2, 356
n, hr1, 477
n, hr1, 497
g, vb1, 366
g, hl2, 219
d, da1, 586
w, vt1, 398
w, vb2, 577
o, vb1, 737
m, hr1, 974
m, vb2, 511
n, hr1, 681
o, vb1, 576
n, hr1, 751
h, hl1, 648
h, hl1, 721
c, hl1, 348
c, vb2, 356
k, hr1, 602
k, hl2, 445
o, vb1, 318
f, vb1, 734
f, vt2, 556
q, vb1, 399
q, hr2, 378
u, dd1, 929
s, hl1, 944
i, vb1, 313
o, vb1, 678
n, hr1, 503
h, hl1, 575
w, vt1, 293
w, vb2, 467
s, hl1, 626
w, vt1, 312
w, vb2, 445
r, vt1, 348
i, vb1, 477
n, hr1, 460
g, vb1, 746
g, hl2, 481
s, hl1, 548
s, hl1, 794
w, vt1, 385
w, vb2, 535
s, hl1, 286
h, hl1, 576
i, vb1, 401
r, vt1, 448
n, hr1, 280
o, vb1, 393
f, vb1, 639
f, vt2, 422
f, vb1, 310
f, vt2, 467
r, vt1, 524
y, hl1, 1089
y, hr2, 577
o, vb1, 1022
u, dd1, 1165
c, hl1, 454
c, vb2, 667
n, hr1, 739
n, hr1, 335
o, vb1, 910
r, vt1, 515
f, vb1, 760
f, vt2, 489
u, dd1, 822
s, hl1, 543
done, vt1, 800
