timestamp,posx,posy,action
396577,172.0,43.0,0
399114,156.0,43.0,2
399164,154.0,43.0,2
399195,153.0,43.0,2
400254,152.0,43.0,2
400898,151.0,43.0,2
401045,150.0,43.0,2
401078,149.0,43.0,2
401147,144.53865,43.0,2
401169,142.69507,43.0,2
401192,140.13174,43.0,2
401214,134.89886,55.752823,2
401234,134.51456,53.0,2
401258,132.05783,54.0,2
401280,130.6826,54.0,2
401303,125.661545,55.669228,2
401325,119.92218,56.0,2
401347,118.5,56.0,2
401369,112.176834,56.705795,2
401392,106.79726,57.0,2
401414,102.808716,57.0,2
401436,95.99858,57.75035,2
401458,92.80942,58.0,2
401480,90.08447,58.0,2
401503,88.24899,58.0,2
401525,86.87396,59.126045,2
401547,84.02913,59.0,2
401592,81.816956,60.0,2
401613,80.51633,60.0,2
401636,79.11998,60.880028,2
401646,78.52075,61.47924,2
401669,78.0,61.0,2
401695,76.56311,61.0,2
401721,76.0,61.0,2
401753,75.0,61.0,2
401787,74.0,61.0,2
401836,71.87743,61.0,2
401881,71.29709,62.0,2
401893,70.51544,62.0,2
401970,68.896866,62.0,2
402017,68.0,62.0,2
402150,67.0,62.0,2
403322,66.0,62.0,2
406273,65.0,62.0,2
406340,64.0,62.0,2
406472,64.0,51.0,2
406538,63.0,51.0,2
406868,63.0,50.0,2
407049,62.0,50.0,2
407620,62.0,50.0,1
414044,20.0,40.0,0
415413,36.0,51.0,2
415439,38.769257,52.769257,2
415451,39.482773,53.482773,2
415476,40.0,53.0,2
415506,40.90811,54.90811,2
415515,41.5,55.5,2
415542,41.0,56.0,2
415575,41.0,57.0,2
415639,41.904755,59.904755,2
415649,42.479218,60.479218,2
415706,43.0,61.940483,2
415728,44.2919,62.0,2
415751,46.644768,62.0,2
415773,47.987144,62.0,2
415795,48.0,63.326065,2
415837,49.0,63.0,2
415889,51.0,63.0,2
416040,53.134026,63.0,2
416106,55.210426,63.0,2
416203,56.0,63.0,2
416268,57.0,63.0,2
416402,58.0,63.0,2
417093,58.0,64.0,2
417838,58.0,65.0,2
417951,58.0,66.0,2
418018,58.0,68.0753,2
418062,58.0,69.77309,2
418074,58.0,70.48998,2
418132,58.0,71.0,2
418215,58.0,72.0,2
418239,58.0,73.481,2
418429,58.0,74.0,2
418462,58.0,76.0,2
418484,58.0,79.0,2
418507,53.66768,83.16617,2
418529,52.0,86.12169,2
418551,52.0,88.841095,2
418574,52.0,94.05881,2
418596,52.0,98.321594,2
418618,62.175972,105.268555,2
418640,61.802902,112.50726,2
418662,62.0,119.83583,2
418684,63.48816,124.95265,2
418707,64.70229,134.10687,2
418729,66.19636,142.17815,2
418750,66.0,146.95634,2
418774,67.89186,154.56743,2
418796,69.239426,159.9577,2
418814,70.5,163.5,2
418840,70.0,166.84929,2
418862,70.0,169.5505,2
418883,72.967354,170.48367,2
418899,73.48635,172.9727,2
418924,73.0,173.0,2
418951,74.0,174.66994,2
418974,74.0,176.11185,2
419040,75.0,176.0,2
419372,77.0,176.0,2
