timestamp,posx,posy,action
852592,209.0,63.0,0
852771,188.01567,43.4094,2
852792,183.0253,39.518974,2
852815,176.50273,37.201088,2
852838,171.03346,34.51673,2
852858,169.0327,29.065414,2
852882,167.06451,26.129013,2
852904,165.5792,23.158386,2
852926,166.0,20.72876,2
852949,164.06631,19.033157,2
852971,161.36124,17.680618,2
853015,159.96616,17.0,2
853038,158.64227,17.0,2
853060,157.21193,17.0,2
853082,155.95743,17.0,2
853215,153.87764,17.0,2
853236,152.5,17.0,2
853296,152.0,17.0,2
853326,149.30312,17.0,2
853349,146.61911,17.0,2
853370,139.57266,17.0,2
853393,134.0929,17.0,2
853415,130.32645,17.0,2
853436,128.03445,27.379395,2
853460,123.24756,24.0,2
853482,117.94945,24.0,2
853502,110.09267,24.0,2
853526,107.13069,24.0,2
853549,101.800644,25.299835,2
853571,94.57257,27.0,2
853593,90.028564,27.0,2
853615,86.01318,27.0,2
853638,82.64177,28.679115,2
853660,77.8793,29.0,2
853682,72.526794,31.736603,2
853704,66.81581,32.456123,2
853726,64.79735,33.0,2
853749,59.503975,33.0,2
853771,57.478012,34.760994,2
853793,54.764587,36.117706,2
853815,53.561424,37.438576,2
853838,53.0,37.793045,2
853860,51.859886,38.0,2
853882,49.02189,39.48906,2
853926,47.822304,40.0,2
853948,48.0,41.481003,2
853973,47.0,41.0,2
854089,46.0,41.0,2
854238,46.0,42.0,2
854508,46.0,42.0,1
856362,197.0,60.0,0
856571,178.3138,70.37239,2
856593,176.95532,73.08936,2
856615,174.18796,75.81204,2
856637,168.00453,76.0,2
856660,165.90845,76.0,2
856680,164.5,76.0,2
856726,161.74185,76.0,2
856926,156.51634,76.0,2
856947,154.01265,77.49367,2
856971,153.13075,78.93463,2
856993,150.43459,81.565414,2
857011,151.0,82.5,2
857037,150.0,86.91098,2
857060,150.0,89.62756,2
857082,157.33539,96.33847,2
857104,160.02357,103.05893,2
857126,161.37032,109.85161,2
857148,164.0,118.273865,2
857171,166.30972,126.929184,2
857193,167.36201,134.17206,2
857215,169.0,139.96,2
857237,171.17087,144.2563,2
857260,171.0,151.15677,2
857282,169.0,157.08464,2
857304,169.0,162.47978,2
857326,169.0,164.91478,2
857348,169.0,166.83102,2
857360,169.0,167.434,2
857385,169.0,168.0,2
857437,167.8134,170.1866,2
857459,168.0,172.9727,2
857504,168.0,175.37311,2
857525,168.0,177.88559,2
857548,167.0,178.91527,2
857571,167.0,180.26602,2
857599,165.0,180.0,2
857781,164.0,180.0,2
857897,162.0,180.0,2
858004,162.0,180.0,1
858942,199.0,49.0,0
859126,199.0,74.213,2
859147,199.0,81.93991,2
859171,199.0,89.559006,2
859193,199.0,98.91106,2
859213,199.0,105.90733,2
859237,199.0,117.66731,2
859259,203.3526,125.25432,2
859279,203.43692,128.74768,2
859304,204.0,132.9641,2
859326,200.01294,136.98706,2
859348,199.0,140.37679,2
859371,197.97816,144.0655,2
859393,198.0,146.73087,2
859415,196.20735,153.1706,2
859437,192.83678,157.16322,2
859459,193.0,161.20938,2
859482,190.247,163.753,2
859504,187.80443,166.19557,2
859526,185.12358,167.4382,2
859548,184.40709,169.59291,2
859571,181.73955,170.0,2
859591,182.0,171.5,2
859609,182.0,172.44429,2
859634,180.0,172.0,2
859659,178.519,172.0,2
859682,173.14035,173.0,2
859704,173.0,174.2035,2
859771,167.55829,174.0,2
859800,167.0,174.0,2
859866,166.0,174.0,2
859948,166.0,175.0,2
859971,166.0,175.0,1
861007,199.0,56.0,0
861271,183.0,56.0,2
861303,181.0,56.0,2
