Method,Person,Block,layout,WPM,CER,UER,numC,numIF,numF,numINF,numCancel,presented_str,input_str,timed_actions,layout
4KWatchWrite,3,3,3,5.272435516,0.211538462,0.038461538,39,4,4,2,7,an enlarged nose suggests you are a liar,an enlarged nose suggested you are a liar,"[0.000031,a],[1.049011,n],[2.161438, ],[2.584595,e],[3.485229,cancel],[6.273468,l],[6.836700,a],[7.884674, ],[9.466675,del],[10.866699,del],[12.281036,del],[13.851013,n],[15.823608,l],[16.836914,a],[19.385773,r],[22.848297,g],[23.377502,e],[25.808685,d],[26.752045, ],[29.294189,n],[31.124420,o],[32.859436,s],[33.534912,e],[34.185425, ],[37.539429,cancel],[39.842651,s],[42.413940,u],[45.651123,g],[47.977234,g],[48.735718,e],[51.253906,cancel],[53.076172,cancel],[54.886871,s],[56.519897,t],[57.329315,e],[59.404388,d],[60.061127, ],[63.044586,y],[65.108582,o],[67.309875,cancel],[68.953094,u],[69.621857, ],[70.336884,a],[73.536224,cancel],[75.042725,r],[75.649597,e],[76.472107, ],[77.189880,a],[77.758911, ],[80.263733,cancel],[82.445129,l],[85.755798,i],[86.632263,a],[88.468628,r],[89.007568, ],[91.039520,del],[94.523590,done]",
4KWatchWrite,3,3,3,5.755931241,0.068965517,0,27,1,1,0,1,drove my chevy to the levee,drove my chevy to the levee,"[0.000000,d],[1.679260,r],[3.401886,o],[7.154205,r],[9.279022,del],[12.192200,v],[14.089569,e],[14.906555, ],[17.708771,m],[20.895508,y],[21.944244, ],[24.371552,c],[26.105194,h],[26.842957,e],[30.273102,cancel],[33.139252,v],[37.983215,y],[39.056549, ],[39.948669,t],[41.500610,o],[42.127930, ],[43.069550,t],[44.937592,h],[45.514008,e],[46.660248, ],[48.893921,l],[49.518402,e],[52.347290,v],[53.835571,e],[54.204956,e],[55.855408,done]",
4KWatchWrite,3,4,3,4.926484729,0.137931034,0,25,0,0,0,4,do not squander your time,do not squander your time,"[0.000031,d],[1.398163,o],[2.235962, ],[4.340546,cancel],[6.308350,n],[9.573853,cancel],[11.148499,o],[13.446594,t],[14.288727,cancel],[15.798523, ],[18.497162,s],[21.503021,q],[24.496002,u],[25.173462,a],[26.667511,n],[29.744049,d],[30.552338,e],[33.863739,r],[34.580933, ],[38.609863,y],[40.354797,o],[42.557037,u],[46.309448,r],[46.965057, ],[50.696045,cancel],[51.175568,t],[54.446167,i],[57.946930,m],[58.459534,e],[62.194641,done]",
4KWatchWrite,3,4,3,4.786211597,0.107142857,0,25,3,3,0,0,for your information only,for your information only,"[0.000000,i],[0.567200,t],[0.931244, ],[3.859406,del],[5.421082,del],[7.349945,del],[11.519806,f],[13.538361,o],[16.308105,r],[17.429413, ],[20.246674,y],[22.499146,o],[24.568024,u],[26.446411,r],[26.842133, ],[29.586823,i],[32.069092,n],[35.420502,f],[37.087494,o],[39.238739,r],[41.322693,m],[41.760742,a],[42.602478,t],[44.510864,i],[47.821716,o],[50.801208,n],[51.746124, ],[54.207886,o],[55.573975,n],[57.410187,l],[60.172852,y],[62.912079,done]",
4KWatchWrite,3,4,3,5.554866967,0.1,0,27,2,2,0,1,the fire blazed all weekend,the fire blazed all weekend,"[0.000031,t],[4.532654,h],[4.994019,e],[5.484955, ],[8.090607,cancel],[10.704620,f],[12.485382,i],[14.648010,r],[15.185608,e],[16.129700, ],[20.588684,b],[22.562042,l],[22.926270,a],[27.097504,z],[28.642242,e],[31.934998,d],[32.741669, ],[33.219971,a],[35.419495,l],[37.010742,l],[37.600891, ],[40.033447,r],[41.672607,del],[43.609375,w],[44.555328,e],[44.984741,e],[48.705841,k],[49.223358,e],[50.571960,n],[53.238190,d],[54.278076, ],[56.166962,del],[58.545929,done]",
4KWatchWrite,3,4,3,5.144228397,0.147058824,0,29,3,3,0,2,meet tomorrow in the lavatory,meet tomorrow in the lavatory,"[0.000000,m],[0.452942,e],[0.919006,e],[3.039612,cancel],[3.905609,t],[4.852448, ],[5.934570,t],[7.379242,e],[8.419891, ],[10.265991,del],[13.345184,cancel],[14.838715,del],[16.677612,o],[19.345276,m],[21.060059,o],[22.271851,r],[23.499329,r],[24.778900,o],[28.452698,w],[29.835541, ],[31.385864,i],[32.893738,n],[34.077576, ],[34.880219,t],[36.500946,h],[37.141022,e],[37.797546, ],[40.276306,l],[41.178833,a],[46.214600,v],[46.783051,a],[47.680206,t],[48.958832,o],[50.739960,t],[56.663147,del],[58.962311,r],[65.315918,y],[68.034973,done]",
4KWatchWrite,3,4,3,8.044526328,0,0,19,0,0,0,0,batman wears a cape,batman wears a cape,"[0.000031,b],[0.674286,a],[1.416565,t],[3.256256,m],[3.832275,a],[4.984131,n],[5.610199, ],[8.549774,w],[9.483887,e],[10.024658,a],[11.381439,r],[15.949249,s],[16.707458, ],[17.272400,a],[17.757629, ],[20.132538,c],[20.554138,a],[24.506775,p],[26.850555,e],[28.854919,done]",
4KWatchWrite,3,5,3,4.738815368,0.138888889,0,31,2,2,0,3,a good response to the question,a good response to the question,"[0.000000,cancel],[1.683716,a],[3.172913, ],[6.850098,g],[8.298615,o],[9.680115,o],[16.356262,cancel],[17.803009,d],[18.522736, ],[20.728455,r],[21.647949,e],[24.913269,s],[28.121399,p],[29.634552,o],[33.962036,cancel],[35.150024,n],[40.056732,s],[41.078430,e],[41.747620, ],[42.510406,e],[44.682343,del],[45.785492,t],[47.271210,o],[47.946960, ],[49.960022,t],[51.935394,h],[52.448578,e],[53.055511, ],[58.113190,q],[60.802032,u],[61.385376,e],[65.256500,s],[67.382538,i],[69.555969,del],[70.359772,t],[72.553650,i],[74.459290,o],[75.968353,n],[77.921082,done]",
4KWatchWrite,3,5,3,6.291848264,0,0,30,0,0,0,0,universities are too expensive,universities are too expensive,"[0.000000,u],[1.754395,n],[3.854858,i],[10.695923,v],[11.736603,e],[13.283600,r],[14.716827,s],[16.256622,i],[16.950226,t],[18.983673,i],[19.762970,e],[24.084167,s],[26.602325, ],[27.895630,a],[29.290344,r],[29.826294,e],[30.313080, ],[31.759399,t],[32.830566,o],[34.241699,o],[35.118195, ],[36.537292,e],[40.754913,x],[42.978821,p],[43.445312,e],[45.463074,n],[48.941956,s],[50.315430,i],[54.850494,v],[55.309662,e],[57.890656,done]",
4KWatchWrite,3,5,3,5.997323277,0.045454545,0,21,0,0,0,1,my dog sheds his hair,my dog sheds his hair,"[0.000000,m],[2.532013,y],[3.339813, ],[5.880402,d],[7.169830,o],[10.572449,g],[11.181580, ],[13.034760,s],[14.599640,h],[15.249817,e],[17.957489,d],[19.947357,s],[20.484833, ],[22.762299,h],[24.045685,i],[26.954254,cancel],[28.529297,s],[29.394531, ],[32.427032,h],[32.768799,a],[35.486786,i],[40.017853,r],[42.348663,done]",
4KWatchWrite,3,5,3,6.225412494,0.076923077,0,24,0,0,0,2,the price of gas is high,the price of gas is high,"[0.000000,t],[1.765228,h],[2.216095,e],[3.620758, ],[6.254089,p],[7.786072,r],[9.226044,i],[13.908752,c],[14.380920,e],[14.944824, ],[16.616302,o],[19.062805,f],[19.809021, ],[22.710480,g],[23.275238,cancel],[24.121582,cancel],[25.244171,a],[27.448425,s],[28.390045, ],[31.703705,i],[34.233307,s],[34.801514, ],[37.352386,h],[38.702637,i],[42.645660,g],[44.334412,h],[46.716370,done]",
4KWatchWrite,3,5,3,4.443653498,0.142857143,0,24,1,1,0,3,the children are playing,the children are playing,"[0.000000,t],[2.091431,h],[2.564026,e],[3.171936, ],[7.067871,c],[8.995483,h],[13.080414,cancel],[15.001801,i],[18.024170,l],[20.835419,d],[23.256165,r],[24.248749,e],[29.391846,cancel],[30.764404,n],[31.530426, ],[32.011261,a],[33.484131,r],[33.917450,e],[34.510651, ],[37.181610,p],[40.715485,l],[41.265259,a],[45.272491,y],[47.756805,i],[52.083527,cancel],[54.844910,n],[59.120270,g],[59.929718, ],[62.111053,del],[63.430115,done]",
4KWatchWrite,3,6,3,4.934596328,0.115384615,0,23,3,3,0,0,bad for the environment,bad for the environment,"[0.000031,h],[2.774841,del],[4.889648,b],[5.321075,a],[9.002197,d],[9.645874, ],[13.735596,f],[15.506683,o],[18.950928,r],[19.323364, ],[19.661926, ],[20.626160, ],[22.149506,del],[23.607513,del],[24.726044,t],[26.655609,h],[27.070007,e],[28.484833, ],[29.698578,e],[32.043610,n],[36.640137,v],[39.903076,i],[42.812622,r],[44.443024,o],[47.191650,n],[49.511353,m],[50.008942,e],[51.908295,n],[53.499817,t],[56.053406,done]",
4KWatchWrite,3,6,3,5.055834112,0.151515152,0,28,0,0,0,5,consequences of a wrong turn,consequences of a wrong turn,"[0.000000,c],[1.598694,o],[3.219818,n],[4.924225,s],[5.511841,e],[7.163239,cancel],[9.534302,q],[12.542358,u],[13.188385,e],[15.595734,n],[19.410706,cancel],[21.340881,c],[22.755432,e],[24.518372,s],[25.143799, ],[26.867584,cancel],[28.155945,o],[30.726318,f],[31.779327, ],[32.237915,a],[32.864807, ],[36.125610,w],[37.682983,r],[39.877380,o],[43.462189,n],[49.303070,g],[50.302704, ],[50.912628,t],[53.506378,cancel],[55.012482,u],[58.239807,cancel],[61.581726,r],[64.084381,n],[66.242126,done]",
4KWatchWrite,3,6,3,6.3374429,0.083333333,0,22,1,1,0,1,breathing is difficult,breathing is difficult,"[0.000000,b],[1.741028,r],[2.359924,e],[2.841217,a],[3.307434,cancel],[4.171204,t],[5.799316,h],[7.523071,i],[9.265167,n],[12.380890,g],[12.977051, ],[14.651459,i],[16.894348,s],[17.567993, ],[19.453766,d],[21.170227,i],[24.347229,f],[26.210297,f],[27.811371,i],[31.384613,c],[33.232819,u],[36.195618,l],[36.796539,t],[37.559052, ],[39.763672,del],[41.491791,done]",
4KWatchWrite,3,6,3,6.406544041,0.032258065,0,30,0,0,0,1,i can still feel your presence,i can still feel your presence,"[0.000031,i],[1.221436, ],[4.499695,c],[4.969666,a],[6.317291,n],[7.419556, ],[9.751343,s],[10.509949,t],[13.166931,i],[15.149658,l],[16.784668,l],[17.429749, ],[21.299622,f],[21.863342,e],[22.212097,e],[24.411560,l],[24.998566, ],[28.731567,y],[30.443848,o],[33.130554,u],[34.783142,r],[36.101562, ],[39.793365,p],[43.365906,cancel],[45.205048,r],[45.973572,e],[47.476654,s],[47.869598,e],[49.265167,n],[53.810669,c],[54.319458,e],[56.594757,done]",
4KWatchWrite,3,6,3,5.579313746,0.028571429,0,34,0,0,0,1,this camera takes nice photographs,this camera takes nice photographs,"[0.000031,t],[2.973419,h],[4.792786,i],[8.893341,s],[9.773010, ],[12.805969,c],[13.243622,a],[15.594635,m],[16.074127,e],[18.251892,r],[18.889099,a],[19.555573, ],[22.399445,t],[23.016174,a],[28.231781,k],[28.973236,e],[31.040466,s],[31.816895, ],[34.852478,n],[38.503571,cancel],[40.228638,i],[42.635651,c],[43.047394,e],[43.676483, ],[47.760864,p],[49.669128,h],[51.083038,o],[52.181152,t],[54.617218,o],[59.805756,g],[61.672302,r],[62.272247,a],[66.901489,p],[69.325958,h],[70.976471,s],[73.056976,done]",
1DInput,1,1,1,2.876557477,0.344827586,0,38,5,5,0,15,handicapped persons need consideration,handicapped persons need consideration,"[0.000000,cancel],[3.098389,h],[4.974640,a],[8.313324,n],[12.127594,d],[14.625671,i],[17.493530,c],[19.176208,a],[23.434967,p],[25.989655,p],[28.266479,e],[32.603333,d],[34.115814, ],[37.557495,cancel],[40.059235,p],[41.637024,h],[45.408264,r],[47.676971,del],[49.168793,del],[52.362854,cancel],[53.321747,e],[57.387878,r],[62.333099,s],[64.680634,cancel],[66.581207,o],[69.053833,t],[69.192535,t],[69.756989,t],[71.695251,del],[73.222748,del],[74.860718,del],[77.860870,cancel],[79.854950,cancel],[82.624146,n],[86.059265,s],[87.565796, ],[90.737701,cancel],[92.442474,n],[94.637177,e],[95.690887,e],[98.329468,cancel],[100.189575,d],[101.106537, ],[103.359406,cancel],[105.050079,c],[107.112732,cancel],[110.262390,cancel],[112.310974,o],[116.048920,n],[119.508484,s],[121.443817,cancel],[123.187042,i],[126.646973,d],[128.409576,e],[131.661835,r],[133.179443,a],[137.909515,t],[140.187683,cancel],[141.793274,i],[145.055023,o],[149.189240,n],[152.622894,cancel],[154.351166,cancel],[156.060150,done]",
1DInput,1,1,1,3.648022185,0.28125,0,23,1,1,0,8,stability of the nation,stability of the nation,"[0.000000,s],[1.451965,t],[2.911743,a],[5.438385,cancel],[7.791931,b],[10.826477,cancel],[12.384064,i],[16.631073,l],[19.238220,i],[22.415375,t],[25.549408,y],[26.446960, ],[29.099121,o],[32.193665,f],[33.150909, ],[36.875031,cancel],[37.745331,t],[40.779663,h],[42.264557,e],[43.093475, ],[46.214996,cancel],[47.932220,n],[50.034210,cancel],[51.497772,cancel],[52.969788,cancel],[54.406708,a],[57.574860,t],[59.630890,cancel],[62.229858,i],[63.404572,t],[65.890991,del],[69.575653,o],[72.367981,n],[74.467957,done]",
1DInput,1,1,1,4.094979099,0.184210526,0,31,0,0,0,7,reading week is just about here,reading week is just about here,"[0.000000,r],[2.579773,e],[3.929596,a],[6.699982,cancel],[8.546906,d],[11.099121,i],[14.032593,n],[18.029663,g],[19.007446, ],[21.692017,cancel],[23.114502,cancel],[25.661133,w],[27.432770,e],[28.216583,e],[31.693604,k],[32.831329, ],[34.816040,cancel],[36.420563,i],[39.971344,cancel],[42.281494,s],[43.615509, ],[49.297882,j],[52.321442,cancel],[54.827515,u],[58.583557,s],[60.494873,t],[61.435394, ],[62.980957,a],[65.694489,b],[68.855530,o],[72.433960,u],[74.525360,t],[75.204803, ],[78.321136,cancel],[80.595947,h],[83.391144,e],[86.770477,r],[87.912537,e],[90.304993,done]",
1DInput,1,1,1,3.212295043,0.319148936,0,32,5,5,0,10,the treasury department is broke,the treasury department is broke,"[0.000000,t],[3.864716,cancel],[8.425232,h],[10.121277,e],[11.281250, ],[14.291382,t],[17.968964,r],[19.344513,e],[20.631317,a],[23.816864,s],[28.091614,cancel],[30.513855,u],[31.582306,e],[33.601471,del],[37.264771,r],[39.867096,y],[40.687408, ],[43.560486,cancel],[45.419189,d],[48.739349,e],[52.077179,cancel],[52.623535,e],[53.484039,e],[55.234253,del],[56.463745,del],[58.979919,p],[60.090607,a],[64.030029,r],[66.025024,t],[69.415253,m],[71.893646,cancel],[72.582031,e],[73.592834,e],[75.405212,del],[78.463013,cancel],[81.051025,n],[84.104645,t],[85.014526, ],[86.981567,cancel],[88.476105,i],[89.815979,e],[91.293457,del],[93.924103,cancel],[96.943573,cancel],[99.146332,s],[99.944580, ],[102.757294,b],[106.973297,r],[109.035583,cancel],[110.543793,o],[113.841980,k],[115.805054,e],[118.044006,done]",
1DInput,1,1,1,4.524527607,0.206896552,0,23,1,1,0,5,this system of taxation,this system of taxation,"[0.000031,t],[3.288116,h],[5.271515,i],[8.661774,s],[9.479431, ],[12.033081,s],[13.920624,cancel],[15.983551,y],[18.119049,y],[19.761475,del],[21.245056,s],[23.489624,t],[24.930298,e],[28.100220,m],[29.170929, ],[31.232269,cancel],[32.774750,cancel],[34.412933,o],[37.600159,f],[38.300140, ],[40.062775,t],[40.984039,a],[44.920319,x],[46.112457,a],[47.527313,t],[49.356506,cancel],[51.074554,cancel],[53.791107,i],[55.842255,o],[58.348633,n],[60.066498,done]",
1DInput,1,2,1,3.6425596,0.369565217,0,29,3,3,0,14,a duck quacks to ask for food,a duck quacks to ask for food,"[0.000031,cancel],[0.781616,a],[2.138397, ],[4.859283,cancel],[8.253967,cancel],[9.808655,d],[11.738220,cancel],[13.812805,u],[15.589966,cancel],[17.509888,c],[20.144775,k],[20.673767, ],[25.561188,q],[26.246490,e],[26.374542,e],[28.038452,del],[29.353119,del],[32.583771,u],[34.612701,cancel],[35.461304,a],[38.974884,cancel],[40.918091,c],[44.085938,k],[47.487671,s],[48.761047, ],[51.123138,cancel],[52.263947,t],[54.132965,cancel],[55.721436,o],[56.623291, ],[57.351227,e],[58.734650,cancel],[59.901398,del],[60.691284,a],[63.324188,s],[65.905396,cancel],[68.065399,cancel],[69.625031,cancel],[71.614044,k],[72.179596, ],[75.822205,f],[78.293488,o],[81.562073,r],[82.374298, ],[84.539612,cancel],[86.393921,f],[88.317841,o],[89.768066,o],[92.242828,d],[93.878540,done]",
1DInput,1,2,1,3.430016952,0.282051282,0,28,2,2,0,9,healthy food is good for you,healthy food is good for you,"[0.000000,cancel],[0.332214,t],[1.116791,t],[2.972382,cancel],[4.957520,del],[6.637054,del],[9.543030,cancel],[14.264160,h],[16.214661,e],[17.414246,a],[20.701019,cancel],[22.974518,l],[26.341736,t],[31.680237,cancel],[34.003143,cancel],[37.333069,h],[39.550507,y],[42.530396, ],[46.056732,f],[48.222229,o],[49.596649,o],[52.999054,d],[54.439667, ],[56.707825,i],[59.961365,s],[61.485107, ],[65.413971,cancel],[67.561157,g],[69.541809,cancel],[71.567169,o],[73.108246,o],[75.886841,d],[76.615814, ],[79.293854,f],[81.121948,o],[83.182495,cancel],[84.660065,r],[85.652771, ],[88.756012,y],[91.191803,o],[94.460175,u],[96.205017,done]",
1DInput,1,2,1,4.420495696,0.315789474,0,26,0,0,0,12,the four seasons will come,the four seasons will come,"[0.000031,t],[2.733948,h],[4.454010,e],[5.117981, ],[7.074524,cancel],[9.090698,f],[11.083252,o],[12.739807,cancel],[14.439850,u],[17.535217,r],[18.182526, ],[21.195282,s],[22.980347,e],[24.004974,a],[26.461609,s],[28.472229,cancel],[29.699738,o],[32.816406,cancel],[34.479828,n],[36.515198,cancel],[37.985260,cancel],[39.428894,s],[40.130402, ],[43.227783,w],[44.855042,cancel],[46.202728,i],[48.860687,l],[50.724854,cancel],[52.447723,cancel],[54.420532,l],[55.258545, ],[57.283478,cancel],[59.776672,c],[61.679352,cancel],[62.976654,o],[64.406982,cancel],[66.141144,m],[67.865692,e],[69.540222,done]",
1DInput,1,2,1,3.825375355,0.363636364,0,28,2,2,0,14,popularity is desired by all,popularity is desired by all,"[0.000000,t],[3.589508,del],[7.019592,cancel],[8.497803,o],[10.300781,del],[12.536438,p],[13.866180,cancel],[15.136597,o],[17.444000,p],[20.177185,u],[22.204712,cancel],[24.272217,l],[25.425446,a],[28.269104,cancel],[29.735229,r],[31.286438,cancel],[33.495331,i],[35.718628,cancel],[36.504791,t],[38.971741,y],[39.601410, ],[41.129425,cancel],[42.512665,i],[44.529053,cancel],[46.243591,s],[47.024689, ],[49.407654,d],[51.165710,e],[53.639221,s],[56.333221,i],[58.671173,r],[61.247864,e],[63.548523,d],[64.465698, ],[66.693726,cancel],[70.261322,b],[72.388214,y],[72.912476, ],[73.426056,a],[75.109222,cancel],[77.153442,cancel],[78.322845,cancel],[79.775543,cancel],[81.649139,l],[83.092865,cancel],[84.697571,l],[86.271454,done]",
1DInput,1,2,1,4.551152613,0.276595745,0,34,0,0,0,13,would you like to come to my house,would you like to come to my house,"[0.000031,w],[2.262299,cancel],[4.377563,o],[6.706146,u],[9.295349,l],[11.535278,cancel],[13.370728,d],[16.302704, ],[18.542023,cancel],[20.511841,y],[22.739075,o],[26.123962,u],[26.624268, ],[29.520081,l],[31.687012,cancel],[33.855591,i],[36.747162,k],[38.131042,e],[38.832977, ],[40.150421,t],[42.645721,o],[43.364594, ],[45.245575,c],[47.290771,o],[49.045898,cancel],[50.648621,m],[51.777618,e],[52.463562, ],[54.539734,cancel],[55.319489,t],[57.600647,o],[58.274597, ],[60.729492,cancel],[61.926758,cancel],[63.163971,m],[64.683624,cancel],[67.557281,y],[68.390198, ],[71.601044,cancel],[73.829803,h],[75.556274,o],[77.383789,cancel],[80.491882,u],[83.016754,cancel],[84.826843,s],[86.403320,cancel],[87.010925,e],[89.295502,done]",
1DInput,1,3,1,3.541970431,0.387755102,0,30,4,4,0,15,exceed the maximum speed limit,exceed the maximum speed limit,"[0.000031,cancel],[0.860840,e],[3.855042,x],[5.522308,cancel],[6.545990,e],[9.384033,del],[11.583160,cancel],[13.405609,c],[14.566223,e],[15.268219,e],[17.971558,d],[18.755951, ],[20.740387,t],[23.507202,h],[24.890686,e],[25.615051, ],[28.123932,cancel],[29.856323,m],[30.935760,a],[32.905029,cancel],[34.999176,x],[35.545319,e],[35.976288,e],[37.931213,del],[39.222290,del],[41.277283,cancel],[42.610748,i],[44.825958,m],[48.110626,u],[50.097382,m],[50.724457,del],[53.034424,m],[53.587250, ],[59.727386,cancel],[61.674957,s],[65.313019,cancel],[66.626892,cancel],[69.457733,p],[71.476624,e],[72.376404,e],[75.178741,cancel],[77.253967,d],[78.669037, ],[80.426697,cancel],[82.388733,l],[84.798370,cancel],[86.535339,i],[88.008392,cancel],[89.677307,m],[92.014008,i],[94.895844,cancel],[95.739349,t],[98.250397,cancel],[99.884735,done]",
1DInput,1,3,1,4.869935356,0.263157895,0.026315789,27,2,2,1,8,you must make an appointment,you must make an appoinment,"[0.000031,y],[3.087860,o],[5.675720,cancel],[7.619690,u],[8.273895, ],[10.407837,m],[12.117950,cancel],[13.896301,u],[16.497467,s],[18.221405,t],[18.897400, ],[20.830505,m],[21.760315,a],[24.362000,k],[25.027710,e],[25.927673, ],[26.513214,a],[29.629852,cancel],[30.761658,n],[31.760803, ],[32.416626,a],[35.302002,p],[37.143829,p],[38.804626,o],[41.026245,i],[43.140259,n],[45.467285,cancel],[46.963776,cancel],[48.897583,m],[49.932922,a],[51.637085,t],[52.814240,del],[54.074341,del],[55.733063,cancel],[56.418945,e],[59.124329,n],[61.480743,cancel],[63.242035,cancel],[64.066559,t],[65.951263,done]",
1DInput,1,3,1,4.507641042,0.230769231,0,20,1,1,0,5,we drive on parkways,we drive on parkways,"[0.000000,w],[1.025299,e],[1.854706, ],[4.187500,cancel],[5.984222,d],[9.883972,r],[12.329041,i],[15.665375,v],[16.402466,n],[18.261200,del],[19.766785,cancel],[20.436432,e],[21.540588, ],[24.773987,o],[26.969757,n],[27.806885, ],[31.563782,p],[32.133148,a],[34.368317,cancel],[35.640045,r],[38.515381,k],[41.935822,w],[43.155823,a],[44.939667,cancel],[46.151459,cancel],[47.764954,y],[50.580780,s],[55.963013,done]",
1DInput,1,3,1,5.009121019,0.212121212,0,26,1,1,0,6,make up a few more phrases,make up a few more phrases,"[0.000000,m],[1.192627,a],[3.188965,cancel],[5.226959,k],[6.170410,e],[7.589081, ],[9.548645,cancel],[11.740234,u],[14.096191,o],[16.225250,del],[18.435699,p],[19.276001, ],[20.413086,a],[21.630157, ],[23.814453,f],[24.754303,e],[26.308929,cancel],[27.671875,cancel],[30.138885,w],[31.060242, ],[33.541260,m],[35.727570,o],[38.889343,r],[40.253510,e],[41.088135, ],[44.980103,p],[47.797211,h],[50.586334,cancel],[51.937866,r],[53.048279,a],[55.657867,cancel],[57.161224,s],[58.152069,e],[59.890747,s],[61.852814,done]",
1DInput,1,3,1,3.906285609,0.296296296,0,38,3,3,0,13,did you see that spectacular explosion,did you see that spectacular explosion,"[0.000000,cancel],[1.749451,cancel],[3.170563,d],[4.926392,i],[6.431702,d],[7.083893, ],[9.950806,y],[14.613403,o],[17.741241,u],[18.743958, ],[20.843018,cancel],[22.035217,cancel],[24.922058,s],[26.002045,e],[26.816711,e],[27.518555, ],[28.933594,r],[32.365265,cancel],[34.033936,del],[35.184570,t],[38.287720,h],[39.171112,a],[40.881104,cancel],[41.746429,t],[42.807312, ],[44.976776,cancel],[46.902344,s],[49.194672,cancel],[52.122681,p],[53.254333,e],[55.937042,c],[58.485077,cancel],[59.326355,t],[61.020630,a],[63.222229,c],[65.928864,u],[70.163910,l],[71.218964,a],[73.282715,cancel],[74.778534,r],[75.503540, ],[78.490936,n],[81.898682,cancel],[83.968811,s],[85.330414,del],[86.593872,del],[87.448578,e],[90.341187,x],[93.256683,p],[96.305328,l],[97.728912,cancel],[99.588806,o],[102.655487,s],[105.475708,i],[109.523529,o],[111.836731,cancel],[113.662964,n],[115.817444,done]",
1DInput,1,4,1,5.614505843,0.041666667,0,23,0,0,0,1,the dog buried the bone,the dog buried the bone,"[0.000031,t],[2.971893,h],[4.242615,e],[5.076874, ],[7.848022,d],[9.986420,o],[13.906769,g],[14.650909, ],[17.099579,b],[19.274750,u],[21.827759,r],[23.935608,i],[25.434113,e],[28.030365,d],[30.483612, ],[31.997009,t],[34.841461,h],[35.895966,e],[36.792633, ],[39.066925,b],[41.218140,o],[43.924591,cancel],[45.917542,n],[47.021057,e],[49.501831,done]",
1DInput,1,4,1,3.944249091,0.363636364,0,21,1,1,0,11,it looks like a shack,it looks like a shack,"[0.000000,cancel],[20.933868,cancel],[22.383850,cancel],[24.306091,i],[28.380554,cancel],[29.771606,cancel],[31.729706,l],[34.025146,del],[36.211060,t],[37.229279, ],[38.821869,cancel],[40.553284,l],[42.395538,cancel],[43.934906,o],[45.395569,o],[48.067810,k],[50.805023,s],[51.693085, ],[53.606415,cancel],[55.350372,l],[57.639832,i],[59.322113,cancel],[61.524200,k],[62.275360,e],[63.904938, ],[65.531342,a],[66.263367, ],[69.226532,cancel],[71.173187,s],[74.099213,h],[75.090637,a],[77.459167,c],[79.578064,cancel],[81.781952,k],[83.910065,done]",
1DInput,1,4,1,3.887126149,0.325,0,27,2,2,0,11,the food at this restaurant,the food at this restaurant,"[0.000000,e],[0.762817,e],[1.924469,del],[3.114960,del],[5.390472,cancel],[6.340027,t],[8.126160,cancel],[10.644592,h],[11.108765,e],[12.802185, ],[14.845398,cancel],[29.023773,f],[31.093506,o],[32.576355,o],[35.429565,d],[36.379730, ],[38.144592,cancel],[38.877136,a],[40.950043,cancel],[42.288757,t],[43.137238, ],[45.578918,t],[47.879272,h],[49.477997,cancel],[50.687683,i],[53.157104,s],[53.910339, ],[56.093445,cancel],[57.758362,r],[58.999054,e],[62.269287,s],[63.858398,t],[65.120178,a],[67.203400,cancel],[68.953613,u],[71.669434,cancel],[73.173859,r],[74.271790,a],[76.336121,cancel],[77.916626,n],[79.457855,cancel],[80.264954,t],[82.146667,done]",
1DInput,1,4,1,6.260703425,0.222222222,0,28,0,0,0,8,where did i leave my glasses,where did i leave my glasses,"[0.000031,w],[1.981842,cancel],[3.495880,h],[4.467438,e],[6.294800,r],[7.029877,e],[7.967896, ],[10.000427,d],[11.781830,cancel],[13.246948,i],[14.967072,d],[15.858337, ],[17.573883,cancel],[18.888214,i],[19.769348, ],[22.466400,l],[23.735901,e],[24.766510,a],[27.631897,v],[29.277710,cancel],[30.254822,e],[31.163483, ],[32.909882,cancel],[34.370575,m],[35.650726,cancel],[37.419556,y],[38.024841, ],[39.914246,cancel],[41.934113,g],[43.558868,cancel],[45.321289,l],[46.184540,a],[48.224335,s],[49.496796,s],[50.546692,e],[51.751373,s],[53.737610,done]",
1DInput,1,4,1,5.721419529,0.142857143,0,42,2,2,0,5,rent is paid at the beginning of the month,rent is paid at the beginning of the month,"[0.000031,r],[1.400848,e],[3.069641,cancel],[4.803284,n],[5.540649,e],[7.109436,del],[7.989838,t],[9.196472, ],[10.837006,cancel],[12.556183,i],[15.095551,s],[15.668854, ],[17.509094,cancel],[19.608551,p],[20.698242,a],[22.951202,i],[24.509064,cancel],[26.591278,d],[28.145508, ],[29.398651,a],[30.817383,r],[32.865387,del],[33.717773,t],[34.527771, ],[35.956573,t],[38.911926,h],[39.495667,e],[40.458557, ],[42.820435,b],[43.953491,e],[47.548401,g],[50.829407,i],[53.267273,n],[55.144592,n],[57.390869,i],[58.818878,n],[60.743896,g],[61.812866, ],[63.913361,o],[66.422882,f],[67.276520, ],[69.318451,t],[71.885925,h],[72.480133,e],[73.614380, ],[75.929626,m],[78.808258,o],[80.711975,n],[82.947723,cancel],[83.653259,t],[85.992645,h],[88.636383,done]",
