Method,Person,Block,layout,WPM,CER,UER,numC,numIF,numF,numINF,numCancel,presented_str,input_str,timed_actions,layout
4KWatchWrite,2,1,3,5.749590262,0.142857143,0.023809524,35,3,3,1,3,one never takes too many precautions,one never takes toomany precautions,"[0.000000,o],[1.531372,n],[2.324585,e],[2.949371, ],[3.840302,n],[4.503967,cancel],[5.194794,e],[7.871552,v],[8.575470,e],[10.828979,r],[11.373840, ],[11.991455,t],[12.743622,a],[14.869232,k],[15.465637,e],[17.325378,s],[18.068939, ],[18.879333,t],[20.029724,o],[21.074036,o],[23.030060,m],[23.630249,a],[25.186523,n],[27.223541,y],[27.868774, ],[30.084534,p],[32.275604,r],[32.914429,e],[35.052277,c],[35.803802,a],[39.052063,cancel],[43.361206,cancel],[46.805206,u],[47.615479,t],[52.928772,del],[54.021912,del],[55.004272,del],[57.514191,a],[60.991058,u],[62.021057,t],[63.540802,i],[65.485382,o],[67.325195,n],[70.961578,s],[73.291046,done]",
4KWatchWrite,2,1,3,6.223431256,0.105263158,0,34,3,3,0,1,the pen is mightier than the sword,the pen is mightier than the sword,"[0.000031,t],[2.828735,h],[3.707367,e],[7.169983,p],[9.138641,del],[9.878571, ],[11.337494,o],[12.183075,e],[13.762848,del],[14.797791,del],[16.622955,p],[17.572968,e],[19.760223,n],[20.369080, ],[21.552368,i],[24.173706,s],[24.886353, ],[27.165283,m],[28.448792,i],[30.472870,g],[32.431183,h],[34.285248,t],[35.744568,i],[36.519989,e],[38.314209,r],[38.906952, ],[39.686127,t],[42.143921,h],[42.815948,a],[44.032196,n],[44.920197, ],[45.811035,t],[48.833557,cancel],[50.429382,h],[51.128967,e],[51.959229, ],[54.414398,s],[57.245361,w],[58.441284,o],[60.272705,r],[63.630493,d],[65.811523,done]",
4KWatchWrite,2,2,3,6.33088111,0.166666667,0.027777778,29,0,0,1,6,goldilocks and the three bears,goldlocks and the three bears,"[0.000000,g],[1.250000,o],[3.461578,l],[5.989655,cancel],[7.146088,cancel],[8.955322,d],[10.271332,cancel],[11.489929,cancel],[13.574219,l],[14.979004,o],[17.322144,c],[20.445068,k],[23.239990,s],[24.715057, ],[25.389862,a],[27.079895,n],[28.912170,d],[29.469788, ],[30.163208,t],[32.348999,h],[33.287659,cancel],[34.132477,e],[34.854309, ],[35.803314,t],[39.299347,h],[41.170746,r],[42.320770,e],[43.142120,e],[43.953094, ],[46.144104,b],[46.982697,e],[47.794586,a],[49.792511,r],[51.708557,cancel],[53.073181,s],[54.551544,done]",
4KWatchWrite,2,2,3,5.757725586,0.184210526,0,31,2,2,0,5,traveling to conferences is fun,traveling to conferences is fun,"[0.000000,t],[1.418335,r],[2.478851,a],[5.522919,v],[6.725525,e],[8.749115,l],[10.030304,i],[11.238190,cancel],[13.175964,n],[15.877472,g],[16.786865, ],[17.726471,t],[19.313416,o],[20.201477, ],[21.526611,cancel],[23.086090,h],[25.597443,o],[27.403778,cancel],[28.492920,del],[29.638855,del],[32.091766,c],[33.165009,cancel],[34.447784,o],[36.272125,n],[39.913391,f],[40.750122,e],[42.473236,r],[43.280853,e],[45.302765,n],[47.358124,c],[48.406006,e],[49.883423,cancel],[51.375641,s],[52.135773, ],[53.516937,i],[54.830841,s],[55.670044, ],[57.974762,f],[60.215149,u],[62.524689,n],[64.167358,done]",
4KWatchWrite,2,2,3,7.048276024,0.035714286,0.071428571,25,0,0,2,1,it should be sunny tomorrow,it should be sunny tomerrew,"[0.000000,i],[0.834503,t],[1.797028, ],[4.409760,s],[7.452240,h],[8.769440,o],[11.386932,u],[13.528442,l],[16.040558,d],[17.032349, ],[19.356201,b],[20.213715,e],[20.886200, ],[23.122986,s],[24.403809,cancel],[25.811005,u],[26.961914,n],[28.016724,n],[32.038483,y],[32.953918, ],[33.929169,t],[35.358154,o],[37.146606,m],[38.038483,e],[39.189850,r],[40.563538,r],[41.686707,e],[44.266144,w],[45.876892,done]",
4KWatchWrite,2,2,3,4.837561458,0.188679245,0,43,6,6,0,4,a steep learning curve in riding a unicycle,a steep learning curve in riding a unicycle,"[0.000000,a],[2.172668,s],[3.256989,t],[5.233582,cancel],[6.725708,del],[7.887817,del],[8.986115,cancel],[9.730957, ],[11.921265,s],[12.957520,t],[14.279053,e],[15.384064,e],[16.848602,e],[19.113373,o],[21.461609,del],[22.888672,del],[25.679413,p],[26.576630, ],[29.657532,l],[30.616760,e],[31.384338,a],[32.546021,r],[34.282684,n],[35.563965,i],[37.367493,n],[40.452515,g],[42.218048, ],[44.599060,c],[46.309875,r],[50.723236,cancel],[52.605499,del],[54.702637,u],[56.147034,r],[59.773193,v],[60.990662,e],[61.891632, ],[63.252502,i],[65.490234,n],[66.581573, ],[67.837128,r],[69.093781,i],[72.066772,d],[73.922546,i],[77.306702,h],[78.921295,del],[80.764923,n],[83.246796,g],[84.102875, ],[84.914246,a],[86.056213, ],[88.238678,u],[91.011047,n],[93.200531,i],[95.392975,c],[97.857574,y],[100.184540,c],[102.227112,l],[103.492706,cancel],[104.184723,e],[106.581848,done]",
4KWatchWrite,2,2,3,6.619838505,0.15,0,34,0,0,0,6,the fire raged for an entire month,the fire raged for an entire month,"[0.000000,t],[2.243134,h],[3.008972,e],[6.712219,cancel],[9.012024,cancel],[11.368042, ],[13.888794,f],[15.179657,i],[16.359863,r],[17.426025,e],[18.499878, ],[19.604034,r],[20.435120,a],[22.430328,g],[23.319977,e],[24.852112,d],[26.475952, ],[28.637634,f],[30.213470,o],[31.687561,r],[32.747192, ],[33.746643,a],[36.535767,n],[37.576599, ],[38.985443,e],[40.325623,n],[40.967010,t],[42.262085,i],[44.165833,r],[44.910400,e],[45.518402, ],[47.247040,m],[47.268005,cancel],[48.440521,cancel],[50.464752,cancel],[53.372375,cancel],[54.985779,o],[56.992157,n],[57.854309,t],[59.820190,h],[61.478516,done]",
4KWatchWrite,2,3,3,5.929067977,0.147058824,0,29,5,5,0,0,a duck quacks to ask for food,a duck quacks to ask for food,"[0.000000,a],[2.215332,d],[4.170837,u],[5.726410,del],[6.486786,del],[7.010193, ],[8.649475,d],[10.307190,u],[12.734680,c],[16.253937,k],[17.042114, ],[19.087799,t],[20.181366,del],[22.479675,q],[23.489746,u],[24.164276,a],[25.622284,c],[28.536041,k],[30.451874,s],[31.153992, ],[31.866089,t],[32.926453,o],[33.683197,a],[37.097321,y],[38.345886,del],[39.258820,del],[39.854645, ],[40.522186,a],[42.329620,s],[44.182922,k],[45.410004, ],[47.799072,f],[49.018005,o],[50.201263,r],[51.050476, ],[53.190552,f],[54.216614,o],[55.218292,o],[56.669952,d],[58.523041,done]",
4KWatchWrite,2,3,3,7.245066664,0.0625,0,30,0,0,0,2,prayer in schools offends some,prayer in schools offends some,"[0.000000,p],[1.627747,r],[2.525116,a],[4.325806,y],[5.029419,e],[6.492554,r],[7.159637, ],[8.032928,i],[9.278839,n],[9.979340, ],[12.362427,cancel],[13.835999,s],[16.117035,c],[18.313721,h],[19.864502,o],[20.783264,o],[23.080872,l],[25.896179,cancel],[27.674347,s],[28.941223, ],[30.248810,o],[33.021851,f],[34.404602,f],[35.165100,e],[36.309601,n],[39.260193,d],[41.683838,s],[42.761810, ],[44.354248,s],[45.424835,o],[47.116364,m],[48.032684,e],[49.818481,done]",
4KWatchWrite,2,3,3,9.847357149,0.071428571,0,26,1,1,0,1,where did you get that tie,where did you get that tie,"[0.000031,w],[2.561737,h],[3.373871,e],[4.408020,r],[5.124573,e],[5.746582, ],[6.643738,d],[7.565155,i],[8.631805,d],[9.576538, ],[12.257874,y],[13.396057,o],[14.467438,u],[15.047119, ],[17.009125,g],[17.699463,e],[18.490082,t],[19.340363, ],[20.182159,t],[22.212128,h],[23.011932,a],[24.233704,i],[24.247559,cancel],[26.483978,del],[27.451477,t],[28.120422, ],[28.855804,t],[29.757294,i],[30.465027,e],[32.375336,done]",
4KWatchWrite,2,3,3,6.788305669,0.068965517,0,27,0,0,0,2,this watch is too expensive,this watch is too expensive,"[0.000031,t],[2.677643,cancel],[3.953308,h],[5.049072,i],[6.131226,s],[7.069946, ],[9.472748,w],[10.315582,a],[11.541290,t],[13.699860,c],[16.520172,h],[17.390198, ],[18.442352,i],[21.399658,cancel],[23.550812,s],[24.292755, ],[24.997498,t],[26.008362,o],[26.950439,o],[27.868317, ],[28.890045,e],[31.770905,x],[34.527008,p],[35.509979,e],[37.384247,n],[40.414001,s],[41.930084,i],[44.951111,v],[45.961395,e],[48.397919,done]",
4KWatchWrite,2,3,3,6.021816845,0.225806452,0,24,5,5,0,2,beware the ides of march,beware the ides of march,"[0.000000,b],[0.878082,e],[2.644226,w],[3.509308,a],[4.474274,r],[5.264862,e],[6.046021, ],[7.002136,t],[8.689819,h],[9.399017,e],[10.112427, ],[11.272919,i],[12.849731,d],[13.653595,e],[14.398224,a],[15.676941,r],[17.090332,del],[18.515930,s],[19.389862, ],[20.635773,o],[23.052917,del],[24.121796,del],[25.180206,cancel],[26.658661,cancel],[27.632477,del],[28.775024,del],[30.496948,s],[31.795349, ],[33.072845,o],[35.647491,f],[36.517212, ],[38.364288,m],[39.219696,a],[40.518799,r],[42.416016,c],[45.833344,h],[47.681763,done]",
4KWatchWrite,2,4,3,5.505878579,0.209302326,0,34,5,5,0,4,i like baroque and classical music,i like baroque and classical music,"[0.000031,i],[0.711090, ],[2.521271,l],[3.650085,i],[6.455658,k],[7.168945,e],[7.818817, ],[10.088989,b],[10.891205,a],[12.622070,r],[13.968262,o],[16.178802,cancel],[18.425049,q],[20.490814,u],[21.736359,e],[22.494049, ],[23.299591,a],[24.703857,n],[26.329620,d],[27.330292, ],[29.729767,c],[31.687653,l],[32.525177,a],[33.909332,s],[33.922791,cancel],[34.976410,s],[35.935516,i],[38.549438,cancel],[40.275269,c],[42.227570,cancel],[44.043854,l],[44.939575, ],[47.222015,m],[49.468109,u],[52.083710,y],[53.220734,del],[54.125275,del],[54.983429,del],[55.892639,del],[56.834503,del],[57.616119,a],[59.800385,l],[60.688599, ],[63.328949,m],[67.010498,u],[68.979034,s],[70.202637,i],[71.923126,c],[74.067993,done]",
4KWatchWrite,2,4,3,5.562830593,0.166666667,0,20,0,0,0,4,all work and no play,all work and no play,"[0.000031,a],[2.230743,l],[3.284180,l],[4.110535, ],[8.128754,w],[10.203339,o],[11.882477,r],[14.275452,cancel],[16.520386,k],[17.199921, ],[18.023132,a],[19.794037,n],[23.611298,d],[24.418671, ],[26.050507,n],[27.585419,o],[31.424744,cancel],[31.971222,cancel],[32.715424, ],[34.342834,p],[36.539001,cancel],[38.339752,l],[39.067047,a],[40.986328,y],[44.669373,done]",
4KWatchWrite,2,4,3,6.593883322,0.032258065,0,30,0,0,0,1,exceed the maximum speed limit,exceed the maximum speed limit,"[0.000000,e],[2.682190,x],[6.854584,c],[7.933746,e],[8.947449,e],[11.296021,d],[12.151794, ],[13.135010,t],[15.502930,h],[16.513580,e],[17.422699, ],[18.923157,m],[19.704376,a],[21.628204,x],[22.673370,i],[24.889465,cancel],[27.314087,m],[29.973206,u],[31.629211,m],[32.564270, ],[34.125153,s],[36.243164,p],[37.124329,e],[38.195526,e],[39.553680,d],[40.563385, ],[42.222473,l],[45.611603,i],[47.454407,m],[49.080780,i],[52.776184,t],[54.457611,done]",
4KWatchWrite,2,4,3,6.888102216,0.142857143,0,24,2,2,0,2,my bare face in the wind,my bare face in the wind,"[0.000000,m],[2.509216,y],[3.290283, ],[5.441437,b],[6.364777,a],[7.615082,r],[8.380219,e],[9.306152, ],[11.474457,f],[12.350189,a],[12.951416,a],[15.409454,cancel],[16.807587,del],[18.786133,c],[19.517639,e],[20.379486, ],[21.496765,i],[22.895905,n],[23.814026, ],[24.739746,t],[26.925598,h],[27.706940,e],[29.542542,w],[30.954224,del],[31.533630, ],[33.983185,cancel],[35.679901,w],[36.657410,i],[38.497101,n],[40.069092,d],[41.493317,done]",
4KWatchWrite,2,4,3,7.48615679,0.125,0,21,1,1,0,2,starlight and dewdrop,starlight and dewdrop,"[0.000000,s],[0.681763,t],[1.490143,cancel],[2.129791,a],[3.206055,r],[4.555054,l],[5.655518,i],[8.156952,g],[9.467377,h],[10.222595,t],[11.118896, ],[11.876495,a],[13.124695,n],[16.092072,d],[17.023682, ],[18.106720,d],[18.796295,e],[20.901917,w],[21.823425,e],[24.721161,cancel],[26.032288,del],[27.725800,d],[29.139771,r],[30.264496,o],[32.059174,p],[33.471832,done]",
4KWatchWrite,2,5,3,7.872482781,0.083333333,0,33,1,1,0,2,raindrops keep falling on my head,raindrops keep falling on my head,"[0.000000,r],[0.757812,a],[2.059662,i],[3.683838,cancel],[5.632751,n],[7.184265,d],[8.459259,r],[9.675812,o],[11.459381,p],[13.061584,s],[13.910797, ],[16.256836,k],[17.063934,e],[17.937775,e],[19.602173,p],[21.822998,f],[23.914673,del],[24.600983, ],[26.354431,f],[27.154358,cancel],[27.896973,a],[29.227753,l],[30.455444,l],[31.547729,i],[33.507019,n],[36.208588,g],[37.171265, ],[38.952911,o],[40.385193,n],[41.139069, ],[42.638824,m],[44.456818,y],[45.213379, ],[46.381104,h],[47.090332,e],[47.799652,a],[48.777496,d],[49.977539,done]",
4KWatchWrite,2,5,3,7.238658608,0.111111111,0,16,1,1,0,1,i agree with you,i agree with you,"[0.000031,i],[0.843323, ],[1.758331,a],[3.805298,g],[4.797516,r],[5.505005,e],[6.272430,e],[8.059418,w],[9.568909,del],[10.184692, ],[12.421143,cancel],[15.606750,w],[16.771149,i],[17.673248,t],[19.720795,h],[20.661346, ],[22.637421,y],[23.768677,o],[24.866486,u],[26.035889,done]",
4KWatchWrite,2,5,3,7.131108614,0.2,0,32,5,5,0,3,what to do when the oil runs dry,what to do when the oil runs dry,"[0.000000,w],[0.898285,h],[1.607666,a],[2.304413,t],[3.248230,del],[4.063507,t],[6.729889,cancel],[7.535889, ],[9.155212,cancel],[10.093384,t],[11.487610,o],[12.499878, ],[13.715973,d],[14.455933,e],[15.266144, ],[17.148499,del],[17.954559,del],[19.773254,o],[20.733917, ],[21.909454,w],[22.917328,h],[23.714447,e],[25.032379,n],[25.916077, ],[26.756805,t],[27.683014,h],[28.502380,e],[29.424316, ],[31.110229,o],[32.300842,i],[33.896942,l],[34.672302, ],[35.888123,r],[36.851776,u],[37.988312,n],[39.568298,r],[41.279663,del],[42.575989,s],[43.349640, ],[44.530762,d],[45.532501,r],[47.406921,l],[49.214539,cancel],[50.432617,del],[52.165802,y],[54.036194,done]",
4KWatchWrite,2,5,3,8.454931801,0.054054054,0,35,0,0,0,2,look in the syllabus for the course,look in the syllabus for the course,"[0.000000,cancel],[2.248138,cancel],[3.282806,l],[4.929718,o],[5.814392,o],[8.468353,k],[9.083832, ],[10.019196,i],[10.902679,n],[11.549530, ],[12.188019,t],[14.615234,h],[15.361786,e],[16.081390, ],[17.635986,s],[19.357391,y],[20.872894,l],[21.756805,l],[22.523682,a],[24.325348,b],[25.695984,u],[27.109772,s],[27.929626, ],[29.897949,f],[31.576202,o],[33.023621,r],[33.741211, ],[34.463593,t],[36.373962,h],[38.210327,e],[38.958405, ],[40.638580,c],[42.323456,o],[44.372833,u],[46.159271,r],[47.534424,s],[48.255859,e],[50.034760,done]",
4KWatchWrite,2,5,3,8.751341376,0.137931034,0,25,1,1,0,3,the capital of our nation,the capital of our nation,"[0.000000,t],[0.939850,h],[1.721466,e],[2.457916, ],[3.490631,cancel],[5.117371,c],[5.957123,a],[7.477570,p],[8.506073,i],[9.254791,t],[10.056671,cancel],[11.217957,cancel],[12.519318,l],[14.271393,del],[14.853363,a],[16.256927,l],[17.320068, ],[18.341949,o],[20.030975,f],[20.755615, ],[22.579254,o],[24.439453,u],[26.039825,r],[26.846405, ],[28.000214,n],[28.941772,a],[30.003479,t],[30.954315,i],[31.948517,o],[32.909241,n],[34.506104,done]",
4KWatchWrite,2,6,3,6.940412313,0.212121212,0,26,3,3,0,4,well connected with people,well connected with people,"[0.000000,w],[0.754608,e],[1.863770,l],[2.858612,l],[3.519409,cancel],[4.110382, ],[5.881317,c],[6.915527,o],[9.702545,cancel],[11.406647,o],[12.511261,n],[14.305481,n],[15.520966,del],[16.326233,del],[17.454102,cancel],[18.698944,del],[20.856110,cancel],[22.053162,n],[23.697998,n],[24.447418,e],[25.903198,c],[26.692017,t],[27.531158,e],[28.713593,d],[29.598846, ],[30.984467,w],[32.073395,i],[33.039948,t],[34.577850,h],[35.725800, ],[37.227386,p],[38.240784,e],[39.608246,o],[41.039948,p],[42.251556,l],[43.225098,e],[44.409058,done]",
4KWatchWrite,2,6,3,6.424713116,0.170731707,0,34,1,1,0,6,interactions between men and women,interactions between men and women,"[0.000000,cancel],[1.385193,i],[3.858307,cancel],[5.281616,n],[6.044037,t],[6.940460,e],[8.915192,r],[9.887573,a],[11.439209,c],[12.142365,t],[13.151093,i],[14.267303,o],[15.340027,n],[20.726349,cancel],[23.120178,s],[24.042725, ],[26.395752,b],[27.400665,e],[28.271118,t],[29.990997,w],[30.935211,e],[31.885681,e],[33.265411,n],[34.080811, ],[35.469086,m],[35.487549,cancel],[36.500458,cancel],[37.409515,e],[38.602844,n],[39.470367, ],[40.539307,a],[41.871063,n],[43.337158,g],[44.902039,del],[46.834808,d],[47.725403, ],[49.864624,w],[51.484467,o],[54.135010,cancel],[56.674591,m],[57.812225,e],[61.636993,n],[64.222351,done]",
4KWatchWrite,2,6,3,5.794794637,0.185185185,0,22,2,2,0,3,one heck of a question,one heck of a question,"[0.000031,o],[2.707550,cancel],[4.296844,n],[5.439514,e],[6.923279,h],[7.792236,e],[10.024597,cancel],[12.519867,del],[13.605286,del],[14.278290, ],[15.921173,h],[16.828735,e],[18.379120,c],[20.475433,k],[21.495850, ],[22.637390,o],[24.706970,f],[25.567657, ],[26.341217,a],[27.234222, ],[29.252838,q],[31.852295,u],[33.150330,e],[35.388458,cancel],[37.755249,s],[39.448822,t],[40.703918,i],[42.215576,o],[43.487305,n],[45.084503,done]",
4KWatchWrite,2,6,3,7.925670789,0.15625,0,27,2,2,0,3,he was wearing a sweatshirt,he was wearing a sweatshirt,"[0.000000,h],[0.920868,e],[1.728760, ],[3.181427,w],[4.913177,cancel],[6.637024,a],[8.110687,s],[9.063995, ],[10.707397,w],[11.451263,e],[12.275909,a],[13.455750,r],[13.472961,cancel],[14.530396,i],[15.854980,n],[18.550476,g],[19.486084, ],[20.367981,a],[21.804504,s],[23.821869, ],[25.380157,del],[26.465088,del],[27.339935, ],[29.005768,s],[30.643585,w],[31.457642,e],[32.318756,a],[33.293365,t],[35.365967,s],[36.524414,h],[37.659027,i],[38.643433,r],[38.664978,cancel],[39.365753,t],[41.070038,done]",
4KWatchWrite,2,6,3,6.934092126,0.037037037,0,26,0,0,0,1,an offer you cannot refuse,an offer you cannot refuse,"[0.000031,a],[1.218414,n],[2.100281, ],[3.443817,o],[5.150665,f],[6.581787,f],[7.369965,e],[9.528595,cancel],[11.862976,r],[12.884125, ],[15.605804,y],[19.446869,o],[22.541107,u],[23.359985, ],[25.238708,c],[26.351318,a],[28.272644,n],[29.302856,n],[31.552795,o],[32.592621,t],[33.417877, ],[34.780243,r],[35.803741,e],[38.040619,f],[40.037323,u],[41.981262,s],[43.264496,e],[45.256836,done]",
4KWatchWrite,3,1,3,4.280222076,0.04,0,24,0,0,0,1,that is a very nasty cut,that is a very nasty cut,"[0.000000,t],[3.547516,h],[5.322754,a],[7.732666,t],[8.814880, ],[11.786530,i],[14.660767,s],[15.874115, ],[16.405182,a],[17.730072, ],[23.619812,v],[25.409271,e],[28.095520,r],[31.810181,y],[33.273987, ],[38.051849,cancel],[40.774872,n],[41.950470,a],[44.702423,s],[47.719330,t],[51.741730,y],[52.907898, ],[57.898865,c],[61.998871,u],[64.482635,t],[66.752411,done]",
4KWatchWrite,3,1,3,2.825431683,0.153846154,0,22,0,0,0,4,round robin scheduling,round robin scheduling,"[0.000000,r],[2.630035,cancel],[4.728241,o],[8.401764,u],[14.243286,cancel],[16.504608,n],[20.447540,d],[21.660767, ],[25.152405,r],[27.685547,o],[30.605927,b],[33.168152,cancel],[35.288361,i],[39.746857,n],[40.813385, ],[45.679596,s],[51.205780,c],[54.808411,h],[57.363495,e],[62.387878,d],[66.724579,cancel],[69.931885,u],[75.037781,l],[80.164917,i],[83.422577,n],[89.189911,g],[91.080444,done]",
4KWatchWrite,3,1,3,3.939017041,0.071428571,0,26,1,1,0,1,the minimum amount of time,the minimum amount of time,"[0.000031,t],[3.579041,h],[4.712402,e],[6.091614, ],[10.151794,m],[15.024139,i],[18.420258,n],[20.887970,i],[24.676086,m],[27.839355,u],[31.307037,m],[32.656738, ],[34.437531,a],[37.277466,m],[41.854218,o],[45.106873,u],[47.148224,n],[49.677032,t],[50.808167, ],[53.562195,o],[57.174347,f],[58.421661, ],[62.043304,t],[64.884308,cancel],[67.096802,i],[69.765411,m],[71.322998,e],[73.204163, ],[76.161133,del],[78.212036,done]",
4KWatchWrite,3,1,3,3.810984726,0.090909091,0,20,0,0,0,2,the daring young man,the daring young man,"[0.000031,t],[2.920898,cancel],[5.323669,h],[6.250092,e],[7.143402, ],[12.654572,cancel],[15.044464,d],[16.252106,a],[19.554504,r],[22.726593,i],[25.986816,n],[32.305481,g],[34.788940, ],[37.909515,y],[41.689209,o],[45.239807,u],[48.146332,n],[52.380981,g],[53.055542, ],[57.467163,m],[58.414063,a],[59.827057,n],[62.559845,done]",
4KWatchWrite,3,1,3,4.696505419,0,0,27,0,0,0,0,the laser printer is jammed,the laser printer is jammed,"[0.000031,t],[3.564362,h],[4.106934,e],[5.044952, ],[11.297607,l],[11.920868,a],[15.391510,s],[16.379242,e],[18.457764,r],[19.597626, ],[25.943268,p],[30.112823,r],[33.142029,i],[36.026978,n],[38.197021,t],[39.132263,e],[40.733948,r],[41.573059, ],[44.355225,i],[46.977386,s],[47.766174, ],[55.610901,j],[56.497009,a],[59.232635,m],[61.174622,m],[63.658722,e],[66.432373,d],[68.704376,done]",
4KWatchWrite,3,2,3,5.093444012,0.038461538,0,25,0,0,0,1,you want to eat your cake,you want to eat your cake,"[0.000000,y],[3.848419,o],[8.490021,u],[9.850525, ],[12.728607,w],[13.418610,a],[16.650024,n],[19.154999,t],[20.435486, ],[21.784912,t],[24.232910,cancel],[26.212524,o],[27.112946, ],[29.374451,e],[30.869843,a],[31.434296,t],[33.355011, ],[37.748199,y],[41.005188,o],[43.724670,u],[46.588287,r],[47.501923, ],[51.515778,c],[52.460114,a],[55.879578,k],[56.543274,e],[58.399353,done]",
4KWatchWrite,3,2,3,4.899971806,0.108108108,0.027027027,32,1,1,1,3,the collapse of the roman empire,the collapase of the roman empire,"[0.000000,t],[2.428131,h],[3.096924,e],[4.292419, ],[7.623932,c],[9.651794,o],[17.802399,cancel],[19.863556,l],[22.311279,l],[23.623901,a],[28.313599,p],[29.574036,a],[33.068787,s],[33.750305,e],[34.277802, ],[36.847534,cancel],[38.634338,o],[42.081970,f],[42.912628, ],[44.012665,t],[45.689240,h],[46.201141,e],[46.620911, ],[50.525574,r],[53.060394,o],[55.620819,m],[56.398163,a],[57.881500,n],[58.469025, ],[59.882324,e],[62.542755,m],[67.076202,p],[69.707001,i],[72.370911,cancel],[73.949005,r],[74.921356,e],[75.846466, ],[78.367798,del],[79.785828,done]",
4KWatchWrite,3,2,3,4.349569196,0.166666667,0,40,4,4,0,4,an enlarged nose suggests you are a liar,an enlarged nose suggests you are a liar,"[0.000000,a],[0.807831,n],[1.986115, ],[2.340881,e],[3.093292,n],[6.929047,l],[8.743286,a],[11.199921,r],[17.472534,g],[18.627777,e],[22.907898,d],[24.154175, ],[25.544617,n],[27.975372,o],[30.393677,s],[31.234863,e],[31.697754, ],[33.385803, ],[33.476776,cancel],[33.483093,cancel],[35.629456,del],[39.434509,s],[41.535370,u],[46.596222,g],[51.700287,g],[53.329956,e],[57.587769,cancel],[60.399872,s],[64.245331,t],[65.017731,e],[68.476898,d],[69.156433, ],[72.823395,del],[74.211853,del],[75.675751,del],[77.227234,cancel],[80.316467,s],[82.000519, ],[85.062103,y],[87.434662,o],[89.772675,u],[91.290283, ],[92.388306,a],[95.281830,r],[96.178131,e],[96.743195, ],[98.255554,a],[98.821808, ],[102.705353,l],[105.272644,i],[105.912140,a],[107.596863,r],[109.378021,done]",
4KWatchWrite,3,2,3,6.495769607,0.038461538,0,25,0,0,0,1,the sun rises in the east,the sun rises in the east,"[0.000000,t],[2.466675,h],[4.344940,e],[5.102722, ],[7.366394,s],[9.854156,u],[11.117554,n],[11.839722, ],[14.079620,r],[17.269165,i],[20.262665,s],[21.801666,e],[23.395020,s],[24.358673, ],[26.404694,i],[28.193054,n],[29.964264, ],[30.552094,t],[35.340454,cancel],[37.171265,h],[38.936829,e],[39.538879, ],[41.833038,e],[42.273712,a],[43.750977,s],[44.336548,t],[46.130463,done]",
4KWatchWrite,3,2,3,4.866031499,0.058823529,0,32,0,0,0,2,good at addition and subtraction,good at addition and subtraction,"[0.000000,g],[2.048065,o],[12.265472,cancel],[14.533295,o],[19.584229,d],[20.806976, ],[21.569519,a],[22.112396,t],[22.697876, ],[23.255005,a],[25.793030,d],[27.263092,d],[30.709473,i],[32.103058,t],[35.250885,cancel],[36.677216,i],[41.651764,o],[43.123871,n],[43.664734, ],[44.549103,a],[46.048431,n],[48.668793,d],[50.514557, ],[53.672913,s],[56.962891,u],[60.211212,b],[62.594757,t],[65.298126,r],[66.087158,a],[68.898651,c],[69.972076,t],[71.688629,i],[74.550690,o],[76.448334,n],[83.387299,done]",
4KWatchWrite,3,3,3,3.891959493,0.076923077,0.128205128,31,1,1,5,2,a much higher risk of getting cancer,a much higer risk of getting higher,"[0.000000,a],[1.618835, ],[4.807037,m],[7.323059,u],[9.851898,c],[13.619141,h],[14.402954, ],[15.825348,h],[17.348328,i],[21.888550,g],[22.630981,e],[24.755737,r],[25.529907, ],[27.288208,r],[29.939026,i],[33.591522,cancel],[35.636047,s],[40.762787,k],[41.486725, ],[45.240997,o],[48.584320,f],[49.280609, ],[54.355591,g],[55.745117,e],[59.236023,t],[59.825897,t],[61.569061,cancel],[64.397034,i],[67.642365,n],[71.546844,g],[72.475555, ],[78.799133,h],[80.613129,i],[84.892181,g],[89.699768,h],[90.931030,e],[93.017273,r],[94.038727, ],[104.831512,del],[109.268311,done]",
4KWatchWrite,3,3,3,5.660853594,0,0,20,0,0,0,0,nobody cares anymore,nobody cares anymore,"[0.000031,n],[2.013489,o],[4.673706,b],[8.242798,o],[11.766052,d],[16.225372,y],[17.702118, ],[20.349854,c],[20.895264,a],[23.968628,r],[24.585968,e],[26.600342,s],[27.245514, ],[29.372528,a],[30.629120,n],[32.959869,y],[35.493591,m],[37.246887,o],[39.282410,r],[40.276611,e],[42.244049,done]",
4KWatchWrite,3,3,3,3.983899472,0.214285714,0,22,4,4,0,2,with each step forward,with each step forward,"[0.000000,w],[1.345917,i],[2.822266,t],[8.037994,h],[8.820648, ],[9.894379,e],[10.312592,a],[12.790894,h],[13.640533, ],[15.995331,del],[17.720245,del],[20.653076,c],[22.262665,h],[23.210663, ],[26.622070,s],[27.850006,t],[28.539612,cancel],[29.418060,e],[32.378784,cancel],[34.426361,p],[35.169250, ],[38.220276,f],[42.080841,o],[44.525696,r],[47.296875,w],[47.850647,a],[49.160461,t],[50.822327, ],[52.614899,del],[54.614716,del],[57.477234,r],[63.254608,d],[65.624695,done]",
